,location,total_sqft,bath,price,bhk
802,Baner road,1100.0,2.0,65.0,2
804,Baner road,1520.0,3.0,80.0,3
808,Baner road,1900.0,2.0,170.0,3
809,Baner road,989.0,2.0,60.0,2
811,Baner road,1058.0,2.0,60.0,2
812,Baner road,615.0,1.0,28.29,1
813,Baner road,664.0,1.0,35.0,1
815,Baner road,910.0,1.0,42.0,1
816,Baner road,1325.0,1.0,92.0,2
818,Baner road,750.0,2.0,50.0,1
820,Baner road,2072.0,4.0,159.0,3
821,Baner road,1938.0,3.0,113.0,3
823,Baner road,1545.0,3.0,85.0,3
824,Baner road,1999.0,3.0,135.0,3
825,Baner road,1654.0,2.0,85.0,3
828,Baner road,2658.0,5.0,187.0,4
831,Baner road,2774.0,4.0,208.0,4
832,Baner road,670.0,1.0,36.85,1
833,Baner road,1047.0,2.0,84.0,2
834,Baner road,900.0,2.0,65.0,2
836,Baner road,1380.0,2.0,95.0,3
837,Baner road,1126.0,2.0,69.0,2
841,Baner road,1594.0,3.0,99.0,3
842,Baner road,1213.0,2.0,63.0,2
846,Baner road,1300.0,2.0,120.0,2
848,Baner road,1693.0,3.0,125.0,3
849,Baner road,1395.0,2.0,79.0,3
850,Baner road,1560.0,3.0,90.0,3
853,Baner road,1308.0,2.0,89.04,2
854,Baner road,1221.0,3.0,65.0,3
856,Baner road,1917.0,3.0,110.0,3
857,Baner road,1571.0,3.0,83.0,3
858,Baner road,960.0,2.0,55.0,2
859,Baner road,1881.0,3.0,95.0,3
860,Baner road,1275.0,2.0,65.0,3
864,Baner road,3362.0,5.0,249.0,4
865,Baner road,2732.0,4.0,194.0,4
867,Baner road,1335.0,2.0,73.43,3
870,Baner road,3335.0,4.0,290.0,4
871,Baner road,3200.0,8.0,130.0,9
872,Baner road,1864.0,3.0,115.0,3
873,Baner road,1180.0,2.0,75.0,2
874,Baner road,1700.0,2.0,86.0,3
876,Baner road,1210.0,2.0,65.0,3
878,Baner road,1200.0,3.0,67.77,3
880,Baner road,1595.0,3.0,96.0,3
881,Baner road,1776.0,3.0,124.0,3
882,Baner road,1245.0,2.0,83.05,2
884,Baner road,1820.0,3.0,95.0,3
888,Baner road,3671.0,4.0,220.0,4
889,Baner road,1346.0,2.0,76.01,2
891,Baner road,1354.0,2.0,70.0,2
894,Baner road,1194.0,2.0,65.0,2
895,Baner road,1485.0,2.0,90.0,3
900,Bhandarkar Road,1200.0,2.0,50.0,2
901,Bhandarkar Road,1285.0,2.0,82.0,2
902,Bhandarkar Road,1475.0,3.0,98.0,3
903,Bhandarkar Road,1693.0,3.0,108.0,3
904,Bhandarkar Road,1130.0,2.0,60.0,2
907,Bhandarkar Road,1020.0,2.0,48.45,2
909,Bhandarkar Road,1198.0,2.0,77.0,2
910,Bhandarkar Road,1984.0,4.0,146.0,3
911,Bhandarkar Road,5000.0,7.0,299.0,7
912,Bhandarkar Road,1373.0,3.0,72.0,3
913,Bhandarkar Road,1060.0,2.0,62.0,2
914,Bhandarkar Road,1062.0,2.0,42.47,2
915,Bhandarkar Road,1101.0,2.0,65.5,2
916,Bhandarkar Road,1200.0,3.0,70.0,2
917,Bhandarkar Road,883.0,2.0,40.0,2
918,Bhandarkar Road,1620.0,2.0,110.0,3
919,Bhandarkar Road,1215.0,2.0,110.0,2
920,Bhandarkar Road,1200.0,3.0,44.0,2
921,Bhandarkar Road,1536.0,3.0,89.0,3
922,Bhandarkar Road,1160.0,2.0,36.0,2
923,Bhandarkar Road,1225.0,2.0,53.55,2
924,Bhandarkar Road,1121.0,2.0,43.72,2
925,Bhandarkar Road,1460.0,3.0,88.0,3
926,Bhandarkar Road,1300.0,2.0,85.0,2
927,Bhandarkar Road,1424.0,2.0,90.0,2
928,Bhandarkar Road,950.0,2.0,48.0,2
929,Bhandarkar Road,1350.0,2.0,83.0,3
930,Bhandarkar Road,1011.0,2.0,50.53,2
931,Bhandarkar Road,1219.0,2.0,40.0,2
933,Bhandarkar Road,4000.0,6.0,150.0,6
934,Bhandarkar Road,1600.0,3.0,95.0,3
938,Bhandarkar Road,1996.0,3.0,135.0,3
939,Bhandarkar Road,1050.0,2.0,75.0,2
940,Bhandarkar Road,1252.0,2.0,55.0,2
941,Bhandarkar Road,1165.0,2.0,45.0,2
942,Bhandarkar Road,1450.0,2.0,89.6,3
944,Bhandarkar Road,2790.0,4.0,198.0,4
945,Bhandarkar Road,1210.0,2.0,60.0,2
947,Bhandarkar Road,1100.0,2.0,35.0,2
948,Bhandarkar Road,1116.0,2.0,37.0,2
949,Bhandarkar Road,2774.0,4.0,208.0,4
950,Bhandarkar Road,1620.0,3.0,110.0,3
951,Bhandarkar Road,1840.0,4.0,175.0,3
952,Bhandarkar Road,602.0,1.0,26.0,1
953,Bhandarkar Road,1216.0,2.0,75.0,2
955,Bhandarkar Road,1357.0,2.0,130.0,2
956,Bhandarkar Road,1250.0,2.0,68.0,2
958,Bhandarkar Road,2790.0,5.0,198.0,4
959,Bhandarkar Road,1200.0,2.0,67.0,2
960,Bhandarkar Road,1713.0,3.0,110.0,3
961,Bhandarkar Road,940.0,2.0,43.61,2
962,Bhandarkar Road,2456.0,3.0,220.0,3
963,Bhandarkar Road,1180.0,2.0,50.0,2
964,Bhandarkar Road,1151.0,2.0,43.16,2
965,Bhandarkar Road,1140.0,2.0,46.0,2
966,Bhandarkar Road,2515.0,4.0,155.0,3
967,Bhandarkar Road,1232.0,2.0,69.6,2
968,Bhandarkar Road,1194.0,2.0,46.0,2
970,Bhandarkar Road,1099.0,2.0,37.5,2
971,Bhandarkar Road,933.0,2.0,58.0,1
972,Bhandarkar Road,900.0,1.0,70.0,2
973,Bhandarkar Road,1510.0,3.0,83.05,3
974,Bhandarkar Road,1100.0,3.0,56.57,3
975,Bhandarkar Road,1128.0,2.0,65.58,2
976,Bhandarkar Road,1100.0,2.0,50.0,2
977,Bhandarkar Road,1547.0,2.0,103.0,2
979,Bhandarkar Road,1140.0,2.0,56.0,2
980,Bhandarkar Road,602.0,1.0,38.0,1
981,Bhandarkar Road,1560.0,2.0,83.3,3
982,Bhandarkar Road,965.0,2.0,38.0,2
983,Bhandarkar Road,1060.0,2.0,42.5,2
984,Bhandarkar Road,1015.0,2.0,60.0,2
985,Bhandarkar Road,1960.0,3.0,138.0,3
987,Bhandarkar Road,3150.0,3.0,290.0,3
989,Bhandarkar Road,2247.0,3.0,145.0,3
992,Bhandarkar Road,1385.0,3.0,90.0,3
994,Bhandarkar Road,1370.0,2.0,87.0,3
995,Bhandarkar Road,1360.0,2.0,62.425,2
996,Bhandarkar Road,1116.0,2.0,51.91,2
998,Bhandarkar Road,1155.0,2.0,54.5,2
999,Bhandarkar Road,1170.0,2.0,50.0,2
1001,Bhandarkar Road,1470.0,2.0,84.22,3
1002,Bhandarkar Road,1175.0,2.0,50.0,2
1004,Bhandarkar Road,1027.0,1.0,44.0,2
1005,Bhandarkar Road,1000.0,2.0,44.0,2
1007,Bhandarkar Road,1360.0,2.0,101.0,2
1008,Bhandarkar Road,1241.0,2.0,64.0,2
1009,Bhandarkar Road,986.0,2.0,31.0,2
1010,Bhandarkar Road,2144.0,3.0,140.0,3
1011,Bhandarkar Road,1012.0,2.0,68.0,2
1012,Bhandarkar Road,1165.0,2.0,52.0,2
1013,Bhandarkar Road,1160.0,2.0,64.08,2
1014,Bhandarkar Road,1140.0,2.0,43.0,2
1016,Bhandarkar Road,645.0,1.0,16.45,1
1018,Bhandarkar Road,1564.0,3.0,103.0,3
1019,Bhandarkar Road,530.0,1.0,18.0,1
1022,Bhavani Peth,912.0,2.0,70.0,3
1025,Bhavani Peth,1753.0,3.0,120.0,3
1027,Bhavani Peth,1694.0,2.0,150.0,2
1030,Bhavani Peth,3900.0,4.0,410.0,4
1032,Bhavani Peth,3000.0,5.0,250.0,4
1036,Bhavani Peth,1168.0,3.0,70.0,3
1038,Bhavani Peth,1700.0,3.0,135.0,3
1040,Bhavani Peth,671.0,1.0,36.85,1
1041,Bhavani Peth,1673.0,3.0,115.0,3
1045,Bhavani Peth,3000.0,4.0,240.0,4
1046,Bhavani Peth,1170.0,2.0,71.0,2
1051,Bhavani Peth,2400.0,6.0,130.0,6
1052,Bhavani Peth,1304.0,2.0,100.0,2
1053,Bhavani Peth,1525.0,3.0,90.0,3
1057,Bhavani Peth,1925.0,2.0,114.0,3
1058,Bhavani Peth,1636.0,3.0,85.0,3
1060,Bhavani Peth,1125.0,2.0,70.0,2
1064,Bhavani Peth,1314.0,2.0,78.0,2
1065,Bhavani Peth,2383.0,5.0,215.0,4
1067,Bhavani Peth,700.0,1.0,30.84,1
1069,Bhavani Peth,1108.0,2.0,67.15,2
1070,Bhavani Peth,948.0,2.0,75.0,2
1072,Bhavani Peth,1440.0,2.0,70.0,3
1073,Bhavani Peth,1710.0,3.0,100.0,3
1074,Bhavani Peth,2245.0,4.0,154.0,4
1075,Bhavani Peth,2200.0,4.0,160.0,3
1077,Bhavani Peth,1056.0,2.0,60.0,2
1078,Bhavani Peth,550.0,1.0,16.0,1
1079,Bhavani Peth,1000.0,2.0,60.0,2
1080,Bhavani Peth,1266.67,2.0,69.0,2
1082,Bhavani Peth,4300.0,6.0,175.0,6
1083,Bhavani Peth,1903.0,6.0,140.0,5
1086,Bhavani Peth,2215.0,4.0,154.0,3
1087,Bhavani Peth,2250.0,3.0,200.0,3
1089,Bhavani Peth,2072.0,3.0,122.0,3
1091,Bhavani Peth,605.0,1.0,13.31,1
1093,Bhavani Peth,1517.0,2.0,125.0,2
1095,Bhavani Peth,2666.0,4.0,200.0,3
1098,Bhavani Peth,1713.0,3.0,120.0,3
1101,Bhavani Peth,1770.0,3.0,180.0,3
1102,Bhavani Peth,1600.0,3.0,140.0,4
1103,Bhavani Peth,1600.0,3.0,95.0,3
1104,Bhavani Peth,3900.0,5.0,415.0,4
1105,Bhavani Peth,3000.0,6.0,150.0,6
1109,Bhavani Peth,1320.0,2.0,95.0,3
1111,Bhavani Peth,1550.0,3.0,85.0,3
1112,Bhavani Peth,1299.0,2.0,105.0,2
1113,Bhavani Peth,1200.0,3.0,105.0,3
1115,Bhavani Peth,1318.0,2.0,68.0,3
1118,Bhavani Peth,1707.0,3.0,115.0,3
1121,Bhavani Peth,3420.0,4.0,225.0,4
1124,Bhavani Peth,860.0,2.0,56.0,2
1126,Bhavani Peth,1250.0,2.0,75.0,2
1130,Bhavani Peth,1350.0,1.0,145.0,1
1132,Bhavani Peth,1950.2,3.0,193.0,3
1136,Bhavani Peth,2340.0,5.0,160.0,4
1137,Bhavani Peth,1585.0,2.0,79.0,3
1138,Bhavani Peth,1210.0,2.0,69.0,2
1139,Bhavani Peth,1100.0,2.0,85.0,2
1142,Bhavani Peth,877.0,1.0,59.0,1
1144,Bibvewadi,1630.0,2.0,98.0,3
1145,Bibvewadi,1225.0,2.0,47.6,2
1146,Bibvewadi,2000.0,4.0,120.0,4
1147,Bibvewadi,1460.0,2.0,58.0,2
1149,Bibvewadi,1020.0,2.0,40.0,2
1150,Bibvewadi,1019.0,2.0,49.85,2
1151,Bibvewadi,2376.0,3.0,203.0,3
1152,Bibvewadi,1300.0,2.0,50.0,2
1153,Bibvewadi,530.0,1.0,20.0,1
1154,Bibvewadi,1960.0,3.0,160.0,3
1155,Bibvewadi,1380.0,2.0,80.0,2
1158,Bibvewadi,1552.0,2.0,51.0,2
1159,Bibvewadi,1460.0,2.0,72.0,3
1160,Bibvewadi,3606.0,4.0,312.0,4
1161,Bibvewadi,1156.0,2.0,32.0,2
1162,Bibvewadi,1090.0,2.0,58.0,2
1163,Bibvewadi,2039.0,3.0,168.0,3
1164,Bibvewadi,987.0,2.0,49.0,2
1165,Bibvewadi,850.0,2.0,28.0,2
1166,Bibvewadi,1045.0,2.0,76.77,2
1167,Bibvewadi,1050.0,2.0,38.0,2
1168,Bibvewadi,1155.0,2.0,40.6,2
1169,Bibvewadi,1650.0,3.0,122.0,3
1170,Bibvewadi,1270.0,2.0,69.85,2
1171,Bibvewadi,1600.0,5.0,140.0,5
1172,Bibvewadi,1662.0,3.0,85.5,3
1173,Bibvewadi,1083.0,2.0,32.49,2
1174,Bibvewadi,1680.0,3.0,85.0,3
1177,Bibvewadi,1320.0,2.0,73.0,3
1178,Bibvewadi,1390.0,2.0,80.0,3
1180,Bibvewadi,2651.0,2.0,225.0,3
1181,Bibvewadi,1430.0,2.0,75.0,3
1183,Bibvewadi,1560.0,3.0,115.0,3
1184,Bibvewadi,1600.0,2.0,160.0,3
1185,Bibvewadi,1700.0,3.0,95.0,3
1187,Bibvewadi,1169.0,2.0,64.0,2
1188,Bibvewadi,1367.0,2.0,62.0,2
1189,Bibvewadi,1290.0,2.0,40.63,2
1190,Bibvewadi,1103.0,2.0,55.0,2
1192,Bibvewadi,1155.0,2.0,55.5,2
1193,Bibvewadi,1477.0,2.0,80.0,3
1194,Bibvewadi,3895.0,2.0,451.0,4
1195,Bibvewadi,1120.0,2.0,53.0,2
1196,Bibvewadi,970.0,2.0,55.0,2
1198,Bibvewadi,1000.0,2.0,38.5,2
1200,Bibvewadi,1500.0,2.0,82.0,3
1201,Bibvewadi,1476.0,3.0,125.0,3
1202,Bibvewadi,2400.0,3.0,150.0,3
1203,Bibvewadi,909.0,2.0,40.9,2
1204,Bibvewadi,1200.0,3.0,68.4,3
1205,Bibvewadi,2932.0,5.0,195.0,4
1207,Bibvewadi,1120.0,2.0,44.24,2
1208,Bibvewadi,1800.0,3.0,90.0,3
1209,Bibvewadi,3004.0,4.0,158.0,3
1210,Bibvewadi,2850.0,5.0,343.0,3
1211,Bibvewadi,1155.0,2.0,40.6,2
1212,Bibvewadi,1175.0,2.0,47.0,2
1213,Bibvewadi,1250.0,2.0,60.0,2
1214,Bibvewadi,1440.0,3.0,72.0,3
1216,Bibvewadi,1250.0,2.0,65.0,2
1218,Bibvewadi,6000.0,12.0,150.0,11
1220,Bibvewadi,664.0,1.0,35.4,1
1221,Bibvewadi,2300.0,3.0,142.0,3
1222,Bibvewadi,1500.0,2.0,50.0,2
1223,Bibvewadi,1133.0,2.0,40.0,2
1224,Bibvewadi,3300.0,4.0,430.0,4
1225,Bibvewadi,2504.0,3.0,138.0,3
1226,Bibvewadi,1110.0,2.0,110.0,2
1227,Bibvewadi,960.0,2.0,55.0,2
1228,Bibvewadi,1464.0,2.0,56.0,2
1229,Bibvewadi,1420.0,2.0,75.0,3
1230,Bibvewadi,1108.0,2.0,63.0,2
1231,Bibvewadi,975.0,2.0,50.0,2
1232,Bibvewadi,1295.0,2.0,55.47,2
1233,Bibvewadi,966.0,2.0,50.0,2
1234,Bibvewadi,1715.0,2.0,100.0,3
1236,Bibvewadi,945.0,2.0,45.0,2
1237,Bibvewadi,1817.0,3.0,110.0,3
1238,Bibvewadi,1698.0,2.0,105.0,2
1239,Bibvewadi,1333.0,2.0,86.65,2
1240,Bibvewadi,1976.0,3.0,145.0,3
1241,Bibvewadi,1935.0,4.0,125.0,3
1242,Bibvewadi,1320.0,2.0,65.0,3
1243,Bibvewadi,4500.0,4.0,345.0,4
1244,Bibvewadi,1752.12,3.0,125.0,3
1245,Bibvewadi,1184.0,2.0,78.0,2
1246,Bibvewadi,1100.0,3.0,58.0,3
1247,Bibvewadi,975.0,2.0,24.86,2
1248,Bibvewadi,1445.0,2.0,89.56,3
1249,Bibvewadi,1756.0,3.0,110.0,3
1250,Bibvewadi,1205.0,2.0,67.0,2
1251,Bibvewadi,1125.0,2.0,55.0,2
1252,Bibvewadi,1270.0,2.0,45.0,2
1253,Bibvewadi,1680.0,2.0,92.0,3
1254,Bibvewadi,1750.0,3.0,185.0,4
1255,Bibvewadi,720.0,1.0,28.0,1
1256,Bibvewadi,1655.0,3.0,113.0,3
1257,Bibvewadi,1354.0,2.0,71.0,2
1258,Bibvewadi,1660.0,3.0,110.0,3
1259,Bibvewadi,1360.0,2.0,73.0,3
1260,Bibvewadi,1150.0,2.0,45.0,2
1261,Bibvewadi,1477.0,2.0,69.5,3
1262,Bopodi,1075.0,2.0,53.0,2
1263,Bopodi,1050.0,2.0,32.0,2
1264,Bopodi,1253.0,2.0,102.0,2
1265,Bopodi,1875.0,3.0,165.0,3
1266,Bopodi,1975.0,3.0,150.0,3
1269,Bopodi,929.0,2.0,46.0,2
1270,Bopodi,1625.0,2.0,75.0,2
1271,Bopodi,1035.0,2.0,45.0,2
1273,Bopodi,900.0,1.0,45.0,2
1274,Bopodi,1010.0,2.0,40.39,2
1275,Bopodi,2038.5,3.0,120.0,3
1276,Bopodi,1200.0,3.0,68.5,3
1277,Bopodi,1258.0,2.0,115.0,2
1278,Bopodi,1068.0,2.0,40.05,2
1279,Bopodi,2017.0,3.0,125.0,3
1280,Bopodi,1112.0,2.0,40.0,2
1281,Bopodi,1720.0,3.0,100.0,3
1282,Bopodi,1196.0,2.0,51.51,2
1284,Bopodi,1850.0,3.0,146.0,3
1285,Bopodi,1255.0,2.0,77.68,3
1287,Bopodi,1091.0,2.0,32.0,2
1288,Bopodi,1045.0,2.0,60.0,2
1289,Bopodi,1520.0,2.0,103.0,3
1291,Bopodi,717.0,2.0,49.475,2
1292,Bopodi,1141.0,2.0,44.4,2
1293,Bopodi,1400.0,2.0,68.0,2
1294,Bopodi,650.0,1.0,23.0,1
1295,Bopodi,1550.0,2.0,90.0,3
1296,Bopodi,3216.0,4.0,226.0,4
1298,Bopodi,2072.0,4.0,147.0,3
1300,Bopodi,1444.0,2.0,70.0,2
1302,Bopodi,1253.0,2.0,52.66,2
1303,Bopodi,910.2,2.0,80.64,2
1304,Bopodi,2600.0,3.0,140.0,3
1305,Bopodi,2254.0,3.0,170.0,3
1306,Bopodi,1010.0,2.0,55.0,2
1308,Bopodi,1339.0,2.0,58.0,2
1309,Bopodi,1132.0,2.0,89.0,2
1310,Bopodi,1001.0,2.0,30.0,2
1311,Bopodi,700.0,2.0,34.99,2
1312,Bopodi,1095.0,2.0,38.33,2
1314,Bopodi,1655.0,3.0,113.0,3
1315,Bopodi,1276.0,2.0,75.0,2
1317,Bopodi,1852.0,3.0,130.0,3
1318,Bopodi,876.0,2.0,29.5,2
1319,Bopodi,1290.0,1.0,77.5,2
1320,Bopodi,3425.0,5.0,250.0,4
1321,Bopodi,1200.0,2.0,85.0,2
1324,Bopodi,1272.0,2.0,51.5,2
1326,Bopodi,1120.0,2.0,70.0,2
1328,Bopodi,3000.0,4.0,130.0,8
1330,Bopodi,800.0,1.0,72.0,1
1331,Bopodi,3600.0,7.0,160.0,7
1332,Bopodi,1380.0,3.0,130.0,3
1333,Bopodi,2625.0,3.0,175.0,3
1334,Bopodi,1230.0,2.0,58.0,2
1335,Bopodi,1000.0,2.0,63.0,2
1336,Bopodi,1183.0,2.0,58.56,2
1337,Bopodi,1564.0,3.0,100.0,3
1339,Bopodi,1163.0,2.0,64.08,2
1340,Bopodi,1295.0,2.0,43.9,2
1342,Bopodi,2439.0,4.0,190.0,4
1343,Bopodi,1180.0,2.0,105.0,2
1344,Bopodi,1050.0,2.0,51.0,2
1345,Bopodi,3496.0,4.0,262.0,4
1346,Bopodi,1475.0,3.0,80.0,3
1348,Bopodi,1200.0,4.0,110.0,4
1349,Bopodi,1053.0,2.0,53.0,2
1350,Bopodi,1691.0,3.0,100.0,3
1351,Bopodi,1205.0,2.0,47.0,2
1352,Bopodi,2030.0,2.0,182.0,3
1353,Bopodi,1400.0,3.0,90.0,3
1354,Bopodi,1258.0,2.0,85.5,2
1355,Bopodi,883.0,2.0,37.01,2
1356,Bopodi,1070.0,2.0,49.0,2
1357,Bopodi,1410.0,3.0,90.0,3
1358,Bopodi,2470.0,5.0,192.0,4
1359,Bopodi,1610.0,3.0,84.53,3
1360,Bopodi,1185.0,2.0,47.39,2
1361,Bopodi,1100.0,2.0,55.0,2
1362,Bopodi,1650.0,3.0,95.0,3
1363,Bopodi,1065.0,3.0,72.0,3
1364,Bopodi,1261.0,2.0,80.0,3
1365,Bopodi,1170.0,2.0,39.0,2
1367,Bopodi,1070.0,2.0,60.0,2
1369,Bopodi,1160.0,2.0,40.58,2
1371,Bopodi,1070.0,2.0,38.0,2
1372,Bopodi,1205.0,2.0,60.0,2
1375,Bopodi,1165.0,2.0,45.0,2
1376,Bopodi,1410.0,2.0,125.0,2
1377,Bopodi,900.0,2.0,75.0,2
1379,Bopodi,1340.0,2.0,75.0,2
1380,Bopodi,1420.0,2.0,120.0,2
1381,Budhwar Peth,1000.0,2.0,38.0,2
1382,Budhwar Peth,782.0,2.0,55.68,2
1385,Budhwar Peth,1260.0,2.0,55.0,2
1386,Budhwar Peth,1196.0,2.0,94.42,2
1387,Budhwar Peth,1180.0,2.0,42.0,2
1389,Budhwar Peth,674.0,2.0,33.0,2
1390,Budhwar Peth,2072.0,4.0,142.0,3
1391,Budhwar Peth,1350.0,2.0,80.0,2
1392,Budhwar Peth,1397.0,3.0,105.0,3
1394,Budhwar Peth,1200.0,2.0,78.0,2
1395,Budhwar Peth,1030.0,2.0,55.0,2
1396,Budhwar Peth,1195.0,2.0,42.0,2
1397,Budhwar Peth,500.0,1.0,17.0,1
1398,Budhwar Peth,1200.0,1.0,48.0,1
1399,Budhwar Peth,1560.0,3.0,92.0,3
1400,Budhwar Peth,1135.0,2.0,58.0,2
1401,Budhwar Peth,3122.0,6.0,235.0,4
1403,Budhwar Peth,1198.0,2.0,84.0,2
1404,Budhwar Peth,1040.0,2.0,50.0,2
1405,Budhwar Peth,1697.0,3.0,114.0,3
1406,Budhwar Peth,1400.0,2.0,78.0,2
1407,Budhwar Peth,1112.0,2.0,62.0,2
1408,Budhwar Peth,1065.0,2.0,44.95,2
1409,Budhwar Peth,4200.0,4.0,255.0,4
1410,Budhwar Peth,1180.0,2.0,42.0,2
1411,Budhwar Peth,1205.0,2.0,42.18,2
1412,Budhwar Peth,1200.0,2.0,45.0,2
1413,Budhwar Peth,1215.0,2.0,58.86,2
1414,Budhwar Peth,1084.0,2.0,58.0,2
1415,Budhwar Peth,1151.0,2.0,43.1,2
1416,Budhwar Peth,1070.0,2.0,47.5,2
1417,Budhwar Peth,1858.0,2.0,167.0,3
1418,Budhwar Peth,2400.0,4.0,225.0,5
1419,Budhwar Peth,1000.0,2.0,36.0,2
1420,Budhwar Peth,993.0,2.0,50.0,3
1421,Budhwar Peth,1415.0,2.0,67.0,2
1422,Budhwar Peth,3100.0,4.0,310.0,4
1423,Budhwar Peth,1200.0,3.0,85.0,3
1424,Budhwar Peth,1140.0,2.0,50.66,2
1425,Budhwar Peth,1300.0,3.0,89.13,3
1426,Budhwar Peth,1840.0,3.0,140.0,3
1427,Budhwar Peth,1160.0,2.0,42.0,2
1428,Budhwar Peth,2200.0,2.0,110.0,2
1429,Budhwar Peth,1465.0,3.0,80.01,3
1430,Budhwar Peth,1359.0,2.0,104.0,2
1431,Budhwar Peth,1040.0,2.0,48.86,2
1433,Budhwar Peth,970.0,2.0,35.0,2
1434,Budhwar Peth,1200.0,2.0,65.0,3
1436,Budhwar Peth,1250.0,1.0,54.0,2
1437,Budhwar Peth,1225.0,2.0,47.0,2
1439,Budhwar Peth,1100.0,2.0,55.0,2
1440,Budhwar Peth,1150.0,2.0,48.0,2
1441,Budhwar Peth,945.0,2.0,45.0,2
1442,Budhwar Peth,700.0,2.0,35.07,2
1443,Budhwar Peth,1200.0,2.0,35.0,2
1444,Budhwar Peth,1300.0,3.0,64.0,3
1445,Budhwar Peth,790.0,2.0,49.5,2
1446,Budhwar Peth,1194.0,2.0,47.0,2
1448,Budhwar Peth,1490.0,2.0,92.0,3
1449,Budhwar Peth,1015.0,2.0,50.0,2
1450,Budhwar Peth,435.0,1.0,22.0,1
1452,Budhwar Peth,1215.0,2.0,68.0,2
1453,Budhwar Peth,1200.0,2.0,53.0,2
1454,Budhwar Peth,1050.0,2.0,64.8,2
1455,Budhwar Peth,1100.0,2.0,55.0,2
1456,Budhwar Peth,1340.0,2.0,72.0,2
1457,Budhwar Peth,1160.0,2.0,46.39,2
1458,Budhwar Peth,1197.0,2.0,50.0,2
1459,Budhwar Peth,1155.0,2.0,39.0,2
1460,Budhwar Peth,1856.0,4.0,180.0,3
1461,Budhwar Peth,420.0,1.0,23.5,1
1463,Budhwar Peth,1200.0,2.0,46.5,2
1464,Budhwar Peth,1024.0,2.0,32.0,2
1466,Budhwar Peth,1445.0,2.0,83.0,3
1467,Budhwar Peth,975.0,2.0,32.0,2
1468,Budhwar Peth,1788.0,3.0,164.0,3
1470,Budhwar Peth,925.0,2.0,55.0,2
1471,Budhwar Peth,1070.0,2.0,33.43,2
1472,Budhwar Peth,1458.0,2.0,87.0,3
1473,Budhwar Peth,700.0,1.0,38.0,1
1474,Budhwar Peth,6000.0,4.0,410.0,4
1475,Budhwar Peth,1469.0,2.0,99.14,2
1476,Budhwar Peth,1100.0,2.0,60.0,2
1477,Budhwar Peth,1870.0,3.0,180.0,3
1479,Budhwar Peth,935.0,2.0,78.0,2
1480,Budhwar Peth,1190.0,2.0,70.0,2
1481,Budhwar Peth,1814.0,3.0,129.0,3
1482,Budhwar Peth,1080.0,2.0,46.0,2
1483,Budhwar Peth,1070.0,2.0,50.0,2
1484,Budhwar Peth,1300.0,2.0,75.0,2
1485,Budhwar Peth,815.0,2.0,40.0,2
1487,Budhwar Peth,1197.0,2.0,79.9,2
1488,Budhwar Peth,1427.0,2.0,85.0,3
1489,Budhwar Peth,1400.0,2.0,86.0,3
1490,Budhwar Peth,2240.0,4.0,160.0,4
1491,Budhwar Peth,1100.0,2.0,90.0,2
1492,Budhwar Peth,1200.0,3.0,75.0,3
1493,Budhwar Peth,1305.0,2.0,67.0,2
1494,Budhwar Peth,1115.0,2.0,50.0,2
1495,Budhwar Peth,1850.0,3.0,98.0,3
1496,Bund Garden Road,1100.0,2.0,40.0,2
1497,Bund Garden Road,1260.0,2.0,66.78,2
1499,Bund Garden Road,1010.0,2.0,29.5,2
1500,Bund Garden Road,1150.0,3.0,52.5,2
1501,Bund Garden Road,961.0,2.0,38.0,2
1502,Bund Garden Road,1185.0,2.0,41.0,2
1503,Bund Garden Road,1740.0,2.0,95.0,3
1504,Bund Garden Road,1115.0,2.0,50.0,2
1505,Bund Garden Road,1350.0,2.0,75.0,3
1506,Bund Garden Road,1700.0,3.0,115.0,3
1508,Bund Garden Road,1750.0,3.0,95.0,3
1509,Bund Garden Road,1080.0,2.0,43.2,2
1512,Bund Garden Road,1925.0,3.0,120.0,3
1514,Bund Garden Road,900.0,2.0,64.0,2
1515,Bund Garden Road,1000.0,2.0,64.0,2
1518,Bund Garden Road,674.0,1.0,21.0,1
1519,Bund Garden Road,1200.0,2.0,55.0,2
1520,Bund Garden Road,730.0,1.0,35.0,1
1521,Bund Garden Road,1366.0,3.0,76.85,2
1522,Bund Garden Road,1260.0,2.0,75.0,2
1523,Bund Garden Road,900.0,1.0,30.0,1
1524,Bund Garden Road,1035.0,2.0,41.43,2
1525,Bund Garden Road,1150.0,2.0,38.0,2
1526,Bund Garden Road,919.0,2.0,49.0,2
1527,Bund Garden Road,1400.0,2.0,68.0,2
1528,Bund Garden Road,1260.0,2.0,70.0,2
1529,Bund Garden Road,1752.0,3.0,145.0,3
1530,Bund Garden Road,1500.0,2.0,130.0,3
1531,Bund Garden Road,780.0,2.0,35.0,2
1532,Bund Garden Road,1360.0,2.0,75.0,3
1533,Bund Garden Road,4960.0,4.0,400.0,4
1534,Bund Garden Road,1130.0,2.0,73.0,2
1535,Bund Garden Road,1550.0,3.0,75.0,3
1536,Bund Garden Road,1636.0,3.0,97.0,3
1538,Bund Garden Road,1104.0,2.0,35.5,2
1539,Bund Garden Road,2631.0,3.0,200.0,4
1540,Bund Garden Road,1060.0,2.0,48.5,2
1541,Bund Garden Road,1850.0,3.0,90.0,3
1542,Bund Garden Road,1760.0,3.0,127.0,3
